,EPOCH,Train_Loss,Test_Loss
0,1,5.4842179616292315,5.345975399017334
1,2,4.933897177378337,4.894712924957275
2,3,4.019062519073486,4.115902423858643
3,4,2.378067056337992,3.7821543216705322
4,5,1.58222762743632,5.419195175170898
5,6,1.5248165527979534,6.401954174041748
6,7,0.6421432892481486,5.846008777618408
7,8,0.5938789149125417,4.996326923370361
8,9,0.41307809948921204,5.453878402709961
9,10,0.2023624082406362,6.3158063888549805
10,11,0.12209196140368779,6.850995063781738
11,12,0.13449795047442117,7.277428150177002
12,13,0.07667347509413958,8.751599311828613
13,14,0.18251684308052063,8.978181838989258
14,15,0.050763655453920364,10.313573837280273
15,16,0.04512059284994999,9.331467628479004
16,17,0.04774883886178335,10.694511413574219
17,18,0.018805337448914845,10.264756202697754
18,19,0.050330448585251965,9.532262802124023
19,20,0.034514914421985544,10.96707534790039
20,21,0.03930412135863056,10.613314628601074
21,22,0.022443431119124096,12.196673393249512
22,23,0.03167561270917455,11.103986740112305
23,24,0.007581756838286917,11.176461219787598
24,25,0.022940759547054768,9.743112564086914
25,26,0.005021660472266376,11.446370124816895
26,27,0.018620681172857683,10.109783172607422
27,28,0.0035659460506091514,12.554120063781738
28,29,0.004235871136188507,11.463573455810547
29,30,0.0043478609683612985,11.623642921447754
30,31,0.04123909445479512,9.764967918395996
31,32,0.005237568402662873,10.642292976379395
32,33,0.0025413695839233696,9.137627601623535
33,34,0.02757070038933307,10.937646865844727
34,35,0.0009396312719521424,10.091249465942383
35,36,0.0016421171991775434,10.123347282409668
36,37,0.020105955423787236,12.784716606140137
37,38,0.0018960792416085799,13.255805015563965
38,39,0.03662639456645896,13.327075004577637
39,40,0.020337512095769245,10.802921295166016
40,41,0.06339828080187242,11.981622695922852
41,42,0.00876203210403522,10.40061092376709
42,43,0.016437278284380834,10.277153015136719
43,44,0.0068814669114847975,10.419236183166504
44,45,0.0040942241515343385,11.020682334899902
45,46,0.010661771210531393,10.884392738342285
46,47,0.007289293474362542,11.217873573303223
47,48,0.002190145809436217,11.683238983154297
48,49,0.007717652091135581,11.444893836975098
49,50,0.0021125925704836845,10.817864418029785
