,EPOCH,Train_Loss,Test_Loss
0,1,5.425403436024983,5.047749996185303
1,2,4.825170199076335,4.434755325317383
2,3,3.685006936391195,3.7051405906677246
3,4,2.315558433532715,3.5035789012908936
4,5,1.527941346168518,4.843445301055908
5,6,1.4828046758969624,4.310763835906982
6,7,0.6925045649210612,4.593333721160889
7,8,0.6160110036532084,4.007896900177002
8,9,0.48489484190940857,4.128098964691162
9,10,0.3795872430006663,4.948399543762207
10,11,0.2529294764002164,5.246065139770508
11,12,0.2295838991800944,6.511693000793457
12,13,0.12914882165690264,6.289524555206299
13,14,0.0531476940959692,7.603736877441406
14,15,0.13748104125261307,6.935144424438477
15,16,0.07217173650860786,6.376167297363281
16,17,0.03318288394560417,6.329561233520508
17,18,0.07806649804115295,7.89677095413208
18,19,0.026391542982310057,7.425833225250244
19,20,0.030051372634867828,8.099939346313477
20,21,0.014614257340629896,8.178444862365723
21,22,0.014186695838967959,8.564010620117188
22,23,0.06570387600610654,8.730498313903809
23,24,0.04650992558648189,6.5276408195495605
24,25,0.0045156630997856455,8.20167350769043
25,26,0.04787572054192424,8.270806312561035
26,27,0.030421901028603315,8.041302680969238
27,28,0.04493225955714782,8.009923934936523
28,29,0.00780333043076098,6.4556965827941895
29,30,0.0403152829191337,6.149099826812744
30,31,0.02791463133568565,5.984563827514648
31,32,0.010595542145892978,6.192965984344482
32,33,0.01572232972830534,6.467744827270508
33,34,0.0501131274116536,7.863042831420898
34,35,0.013015008997172117,6.940452575683594
35,36,0.010828333285947641,7.60692024230957
36,37,0.010943830478936434,7.073843002319336
37,38,0.014526958422114452,9.201188087463379
38,39,0.004334496411805351,8.85662841796875
39,40,0.007248903236662348,8.475457191467285
40,41,0.03279866429511458,8.600340843200684
41,42,0.01029559380064408,8.74618911743164
42,43,0.0017556597983154159,9.222665786743164
43,44,0.003328341990709305,7.417001724243164
44,45,0.008245190683131417,8.591280937194824
45,46,0.001247227347145478,7.463815212249756
46,47,0.002072411278883616,8.483819961547852
47,48,0.003150817569500456,9.154219627380371
48,49,0.000919455555655683,8.812091827392578
49,50,0.015423680189996958,7.794795513153076
