,Epoch,Train_Loss,Test_Loss
0,1,0.06359878834336996,2.9544014930725098
1,2,0.04286175686866045,2.761977195739746
2,3,0.06418369244784117,2.7179527282714844
3,4,0.02789895236492157,2.7269601821899414
4,5,0.04835242219269276,2.5835812091827393
5,6,0.058738723397254944,3.1354949474334717
6,7,0.03413501847535372,2.8915934562683105
7,8,0.10269475262612104,2.821042060852051
8,9,0.03463607095181942,2.886399269104004
9,10,0.04488111473619938,2.9603586196899414
10,11,0.09441850427538157,2.914480686187744
11,12,0.04020022600889206,2.9184181690216064
12,13,0.05209245439618826,2.7685632705688477
13,14,0.06479552388191223,2.989926338195801
14,15,0.04533750517293811,3.0486252307891846
15,16,0.028020286932587624,2.8232996463775635
16,17,0.03446446545422077,2.856294870376587
17,18,0.032313212752342224,3.0386362075805664
18,19,0.03603997686877847,2.8907573223114014
19,20,0.06690098531544209,2.581747055053711
20,21,0.023820855654776096,2.6208133697509766
21,22,0.01756840944290161,2.451463222503662
22,23,0.020217055454850197,3.028346061706543
23,24,0.04549808660522103,2.9157302379608154
24,25,0.03792702779173851,2.7847800254821777
25,26,0.03222309425473213,3.120600700378418
26,27,0.02400643052533269,2.7394683361053467
27,28,0.022425523027777672,2.8286914825439453
28,29,0.03063134476542473,2.628602981567383
29,30,0.014652135781943798,2.739712953567505
30,31,0.024831573478877544,2.6816272735595703
31,32,0.027841097209602594,2.9448037147521973
32,33,0.015058549353852868,2.9450457096099854
33,34,0.017009940231218934,2.605431079864502
34,35,0.01635763281956315,2.7379534244537354
35,36,0.038631355157122016,3.0275063514709473
36,37,0.019392231246456504,3.1117806434631348
37,38,0.008074420737102628,2.71296763420105
38,39,0.013049335917457938,2.9623804092407227
39,40,0.0359295797534287,3.101332187652588
40,41,0.025734635069966316,3.0913736820220947
41,42,0.010267937323078513,2.830983877182007
42,43,0.023923862725496292,3.0784342288970947
43,44,0.011936652939766645,3.1383702754974365
44,45,0.019256389001384377,2.775855302810669
45,46,0.016327883349731565,3.058645486831665
46,47,0.05327778239734471,3.122746229171753
47,48,0.056702151196077466,3.2889349460601807
48,49,0.010083493310958147,2.9369757175445557
49,50,0.020969262346625328,2.5632855892181396
